,Trial-ID,Status,Iteration,batch_size,hidden_unit1,hidden_unit2,hidden_unit3,lr_init,lstm_unit,Objective
0,1,INTERMEDIATE,1,256.0,311.0,309.0,345.0,0.0005789237458069481,22.0,0.8536763217138208
1,1,COMPLETED,1,256.0,311.0,309.0,345.0,0.0005789237458069481,22.0,0.8536763217138208
2,2,INTERMEDIATE,1,128.0,366.0,468.0,316.0,0.003080125770708869,152.0,0.9263491008592688
3,2,COMPLETED,1,128.0,366.0,468.0,316.0,0.003080125770708869,152.0,0.9263491008592688
4,3,INTERMEDIATE,1,256.0,330.0,467.0,456.0,0.0034897033477065643,199.0,0.9656575503556625
5,3,COMPLETED,1,256.0,330.0,467.0,456.0,0.0034897033477065643,199.0,0.9656575503556625
6,4,INTERMEDIATE,1,128.0,451.0,338.0,272.0,0.004321356150368933,96.0,0.9467060825099116
7,4,COMPLETED,1,128.0,451.0,338.0,272.0,0.004321356150368933,96.0,0.9467060825099116
8,5,INTERMEDIATE,1,256.0,476.0,326.0,480.0,0.0029291970740061273,45.0,0.9553039022113966
9,5,COMPLETED,1,256.0,476.0,326.0,480.0,0.0029291970740061273,45.0,0.9553039022113966
10,6,INTERMEDIATE,1,256.0,426.0,378.0,285.0,0.0007030066699997745,21.0,0.842869740465413
11,6,COMPLETED,1,256.0,426.0,378.0,285.0,0.0007030066699997745,21.0,0.842869740465413
12,7,INTERMEDIATE,1,128.0,445.0,329.0,305.0,0.004539815179106978,246.0,0.9655998945236206
13,7,COMPLETED,1,128.0,445.0,329.0,305.0,0.004539815179106978,246.0,0.9655998945236206
14,8,INTERMEDIATE,1,256.0,405.0,373.0,329.0,0.004933409159883417,106.0,0.9296343793039736
15,8,COMPLETED,1,256.0,405.0,373.0,329.0,0.004933409159883417,106.0,0.9296343793039736
16,9,INTERMEDIATE,1,128.0,306.0,392.0,383.0,0.00448536714755675,126.0,0.9317877292633057
17,9,COMPLETED,1,128.0,306.0,392.0,383.0,0.00448536714755675,126.0,0.9317877292633057
18,10,INTERMEDIATE,1,256.0,360.0,259.0,414.0,0.0030658085374320413,74.0,0.9751159471014271
19,10,COMPLETED,1,256.0,360.0,259.0,414.0,0.0030658085374320413,74.0,0.9751159471014271
20,11,INTERMEDIATE,1,64.0,378.0,466.0,306.0,0.0032587206823037904,156.0,0.8328207679416822
21,11,COMPLETED,1,64.0,378.0,466.0,306.0,0.0032587206823037904,156.0,0.8328207679416822
22,12,INTERMEDIATE,1,64.0,330.0,472.0,279.0,0.0019915930266409575,76.0,0.7753389607305112
23,12,COMPLETED,1,64.0,330.0,472.0,279.0,0.0019915930266409575,76.0,0.7753389607305112
24,13,INTERMEDIATE,1,128.0,306.0,345.0,509.0,0.004888214836750117,161.0,0.9052515807359115
25,13,COMPLETED,1,128.0,306.0,345.0,509.0,0.004888214836750117,161.0,0.9052515807359115
26,14,INTERMEDIATE,1,256.0,293.0,258.0,363.0,0.002915494275103886,228.0,0.9855917847674825
27,14,COMPLETED,1,256.0,293.0,258.0,363.0,0.002915494275103886,228.0,0.9855917847674825
28,15,INTERMEDIATE,1,256.0,371.0,439.0,278.0,0.0005173111380923594,210.0,1.0101604565330173
29,15,COMPLETED,1,256.0,371.0,439.0,278.0,0.0005173111380923594,210.0,1.0101604565330173
30,16,INTERMEDIATE,1,128.0,428.0,381.0,284.0,0.002072089546883587,27.0,0.9254700049110081
31,16,COMPLETED,1,128.0,428.0,381.0,284.0,0.002072089546883587,27.0,0.9254700049110081
32,17,INTERMEDIATE,1,256.0,430.0,436.0,366.0,0.001902080745919442,186.0,0.9702580286108929
33,17,COMPLETED,1,256.0,430.0,436.0,366.0,0.001902080745919442,186.0,0.9702580286108929
34,18,INTERMEDIATE,1,128.0,280.0,371.0,451.0,0.004584681887329566,154.0,0.8853772671326346
35,18,COMPLETED,1,128.0,280.0,371.0,451.0,0.004584681887329566,154.0,0.8853772671326346
36,19,INTERMEDIATE,1,256.0,256.0,297.0,470.0,0.002157563179240633,88.0,0.9867012293442435
37,19,COMPLETED,1,256.0,256.0,297.0,470.0,0.002157563179240633,88.0,0.9867012293442435
38,20,INTERMEDIATE,1,256.0,435.0,410.0,473.0,0.004940482505060547,189.0,0.945492174314416
39,20,COMPLETED,1,256.0,435.0,410.0,473.0,0.004940482505060547,189.0,0.945492174314416
40,21,INTERMEDIATE,1,64.0,340.0,480.0,283.0,0.0037558139696811984,67.0,0.9749293793802676
41,21,COMPLETED,1,64.0,340.0,480.0,283.0,0.0037558139696811984,67.0,0.9749293793802676
42,22,INTERMEDIATE,1,64.0,318.0,480.0,256.0,0.0016692310840602611,80.0,0.7425570332485697
43,22,COMPLETED,1,64.0,318.0,480.0,256.0,0.0016692310840602611,80.0,0.7425570332485697
44,23,INTERMEDIATE,1,256.0,424.0,282.0,320.0,0.0014411931171490967,114.0,0.9748789590338002
45,23,COMPLETED,1,256.0,424.0,282.0,320.0,0.0014411931171490967,114.0,0.9748789590338002
46,24,INTERMEDIATE,1,64.0,370.0,275.0,496.0,0.0024412460028428386,243.0,0.8803395395693572
47,24,COMPLETED,1,64.0,370.0,275.0,496.0,0.0024412460028428386,243.0,0.8803395395693572
48,25,INTERMEDIATE,1,128.0,509.0,460.0,503.0,0.002761113970989646,34.0,0.9750215126120526
49,25,COMPLETED,1,128.0,509.0,460.0,503.0,0.002761113970989646,34.0,0.9750215126120526
50,26,INTERMEDIATE,1,64.0,305.0,314.0,343.0,0.002613736834438529,27.0,1.0157359734825466
51,26,COMPLETED,1,64.0,305.0,314.0,343.0,0.002613736834438529,27.0,1.0157359734825466
52,27,INTERMEDIATE,1,64.0,317.0,303.0,352.0,0.002268659736661716,27.0,1.0136428138484126
53,27,COMPLETED,1,64.0,317.0,303.0,352.0,0.002268659736661716,27.0,1.0136428138484126
54,28,INTERMEDIATE,1,128.0,286.0,371.0,455.0,0.004053406021858073,155.0,0.9324039065319559
55,28,COMPLETED,1,128.0,286.0,371.0,455.0,0.004053406021858073,155.0,0.9324039065319559
56,29,INTERMEDIATE,1,128.0,392.0,469.0,306.0,0.0028528141674922253,154.0,0.9366073712058689
57,29,COMPLETED,1,128.0,392.0,469.0,306.0,0.0028528141674922253,154.0,0.9366073712058689
58,30,INTERMEDIATE,1,64.0,364.0,473.0,322.0,0.0009330792444960786,154.0,0.7260099856749825
59,30,COMPLETED,1,64.0,364.0,473.0,322.0,0.0009330792444960786,154.0,0.7260099856749825
60,31,INTERMEDIATE,1,128.0,389.0,306.0,389.0,0.0018605521111319293,220.0,0.9572560217069543
61,31,COMPLETED,1,128.0,389.0,306.0,389.0,0.0018605521111319293,220.0,0.9572560217069543
62,32,INTERMEDIATE,1,128.0,368.0,512.0,343.0,0.0027786105956198815,74.0,0.9666746440141097
63,32,COMPLETED,1,128.0,368.0,512.0,343.0,0.0027786105956198815,74.0,0.9666746440141097
64,33,INTERMEDIATE,1,128.0,462.0,281.0,477.0,0.004667719492338922,77.0,0.9629264396169911
65,33,COMPLETED,1,128.0,462.0,281.0,477.0,0.004667719492338922,77.0,0.9629264396169911
66,34,INTERMEDIATE,1,128.0,490.0,416.0,264.0,0.0037008853342906764,128.0,0.8371993095978446
67,34,COMPLETED,1,128.0,490.0,416.0,264.0,0.0037008853342906764,128.0,0.8371993095978446
68,35,INTERMEDIATE,1,128.0,327.0,356.0,433.0,0.0032767730305946867,73.0,0.8847982468812362
69,35,COMPLETED,1,128.0,327.0,356.0,433.0,0.0032767730305946867,73.0,0.8847982468812362
70,36,INTERMEDIATE,1,256.0,452.0,388.0,388.0,0.0015698634822357619,238.0,0.9665427778078162
71,36,COMPLETED,1,256.0,452.0,388.0,388.0,0.0015698634822357619,238.0,0.9665427778078162
72,37,INTERMEDIATE,1,128.0,322.0,301.0,298.0,0.0022685300405399125,73.0,0.810023307800293
